
2015_06_26_14_42_419,$Temprature: 29.6774177551 Celciu,Pressure: 103.3199005126 kP,Humidity: 27.9569873809%R,O3 @S2B: 2.0451612472V - 7.5389199256 kohm,CO2: 2.4225807189,NO2 @S3B: 1.5129032135V - 1.0787477493kohm,AP1 @ S4: 1.8483871459V - 41.4579696655kohm,AP2 @S3A: 3.2999999523V - 14.2362928390kohm,
2015_06_26_14_42_350,$Temprature: 31.9354858398 Celciu,Pressure: 102.5867462158 kP,Humidity: 28.3038482666%R,O3 @S2B: 2.0838711261V - 7.0194463729 kohm,CO2: 2.4870967864,NO2 @S3B: 1.5000000000V - 1.1159327030kohm,AP1 @ S4: 1.8612903594V - 41.0289688110kohm,AP2 @S3A: 3.2999999523V - 14.2362928390kohm,
2015_06_26_14_42_265,$Temprature: 33.5483894348 Celciu,Pressure: 103.1977081298 kP,Humidity: 27.7835540771%R,O3 @S2B: 2.0838711261V - 7.0194463729 kohm,CO2: 2.5354838371,NO2 @S3B: 1.4290323257V - 1.3324527740kohm,AP1 @ S4: 1.8548387527V - 41.2427215576kohm,AP2 @S3A: 3.2999999523V - 14.2362928390kohm,
2015_06_26_14_43_181,$Temprature: 33.2258071899 Celciu,Pressure: 103.9308471679 kP,Humidity: 28.6507053375%R,O3 @S2B: 2.0483870506V - 7.4948801994 kohm,CO2: 2.6096773147,NO2 @S3B: 1.4290323257V - 1.3324527740kohm,AP1 @ S4: 1.8645161628V - 40.9226455688kohm,AP2 @S3A: 3.2999999523V - 14.2362928390kohm,
2015_06_26_14_43_097,$Temprature: 30.9677429199 Celciu,Pressure: 103.6864547729 kP,Humidity: 28.4772796630%R,O3 @S2B: 2.0870966911V - 6.9770298004 kohm,CO2: 2.4806451797,NO2 @S3B: 1.4806450843V - 1.1729254722kohm,AP1 @ S4: 1.8322581291V - 42.0027236938kohm,AP2 @S3A: 3.2999999523V - 14.2362928390kohm,
2015_06_26_14_43_028,$Temprature: 31.2903194427 Celciu,Pressure: 103.6864547729 kP,Humidity: 27.9569873809%R,O3 @S2B: 2.0580644607V - 7.3635916709 kohm,CO2: 2.5225803852,NO2 @S3B: 1.5193548202V - 1.0603923797kohm,AP1 @ S4: 1.8612903594V - 41.0289688110kohm,AP2 @S3A: 3.2999999523V - 14.2362928390kohm,
2015_06_26_14_43_943,$Temprature: 33.2258071899 Celciu,Pressure: 103.9308471679 kP,Humidity: 28.3038482666%R,O3 @S2B: 2.0870966911V - 6.9770298004 kohm,CO2: 2.3612902164,NO2 @S3B: 1.4290323257V - 1.3324527740kohm,AP1 @ S4: 1.8612903594V - 41.0289688110kohm,AP2 @S3A: 3.2999999523V - 14.2362928390kohm,
2015_06_26_14_43_875,$Temprature: 33.5483894348 Celciu,Pressure: 102.7089385986 kP,Humidity: 27.7835540771%R,O3 @S2B: 2.0290322303V - 7.7612156867 kohm,CO2: 2.3838708400,NO2 @S3B: 1.4387096405V - 1.3016700744kohm,AP1 @ S4: 1.8612903594V - 41.0289688110kohm,AP2 @S3A: 3.2999999523V - 14.2362928390kohm,
2015_06_26_14_43_790,$Temprature: 32.5806465148 Celciu,Pressure: 103.3199005126 kP,Humidity: 28.3038482666%R,O3 @S2B: 2.0064513683V - 8.0784378051 kohm,CO2: 2.5451612472,NO2 @S3B: 1.4451613426V - 1.2813762474kohm,AP1 @ S4: 1.8193548202V - 42.4454879760kohm,AP2 @S3A: 3.2999999523V - 14.2362928390kohm,
2015_06_26_14_43_706,$Temprature: 31.9354858398 Celciu,Pressure: 102.7089385986 kP,Humidity: 28.3038482666%R,O3 @S2B: 2.0193548202V - 7.8962993621 kohm,CO2: 2.5096774101,NO2 @S3B: 1.4258064270V - 1.3428072929kohm,AP1 @ S4: 1.8483871459V - 41.4579696655kohm,AP2 @S3A: 3.2999999523V - 14.2362928390kohm,
2015_06_26_14_43_622,$Temprature: 33.2258071899 Celciu,Pressure: 103.1977081298 kP,Humidity: 27.6101264953%R,O3 @S2B: 2.0387096405V - 7.6274161338 kohm,CO2: 2.3774192333,NO2 @S3B: 1.4387096405V - 1.3016700744kohm,AP1 @ S4: 1.8096773147V - 42.7816963195kohm,AP2 @S3A: 3.2999999523V - 14.2362928390kohm,
2015_06_26_14_43_553,$Temprature: 32.5806465148 Celciu,Pressure: 103.6864547729 kP,Humidity: 27.7835540771%R,O3 @S2B: 2.0677418708V - 7.2335314750 kohm,CO2: 2.3354837894,NO2 @S3B: 1.4129033088V - 1.3846950531kohm,AP1 @ S4: 1.8419353485V - 41.6747360229kohm,AP2 @S3A: 3.2548387050V - 14.7172355651kohm,
2015_06_26_14_43_468,$Temprature: 33.8709640502 Celciu,Pressure: 102.5867462158 kP,Humidity: 27.9569873809%R,O3 @S2B: 2.0903224945V - 6.9347410202 kohm,CO2: 2.6032257080,NO2 @S3B: 1.4258064270V - 1.3428072929kohm,AP1 @ S4: 1.8258064270V - 42.2233238220kohm,AP2 @S3A: 3.2903225421V - 14.3382396697kohm,
2015_06_26_14_43_384,$Temprature: 29.6774177551 Celciu,Pressure: 103.8086395263 kP,Humidity: 27.9569873809%R,O3 @S2B: 2.0000000000V - 8.1703853607 kohm,CO2: 2.3451611995,NO2 @S3B: 1.4548386573V - 1.2512744665kohm,AP1 @ S4: 1.8354837417V - 41.8930091857kohm,AP2 @S3A: 3.2774193286V - 14.4751081466kohm,
2015_06_26_14_43_300,$Temprature: 33.2258071899 Celciu,Pressure: 103.4420700073 kP,Humidity: 27.4366970062%R,O3 @S2B: 2.0096774101V - 8.0326824188 kohm,CO2: 2.5774192810,NO2 @S3B: 1.3999999809V - 1.4273562431kohm,AP1 @ S4: 1.8000000953V - 43.1215171813kohm,AP2 @S3A: 3.2064516544V - 15.2475643157kohm,
2015_06_26_14_43_215,$Temprature: 29.0322570800 Celciu,Pressure: 103.9308471679 kP,Humidity: 27.6101264953%R,O3 @S2B: 1.9806450843V - 8.4498300552 kohm,CO2: 2.4774193763,NO2 @S3B: 1.4516129493V - 1.2612636089kohm,AP1 @ S4: 1.7838709354V - 43.6960906982kohm,AP2 @S3A: 3.2161288261V - 15.1402244567kohm,
2015_06_26_14_43_131,$Temprature: 33.2258071899 Celciu,Pressure: 103.3199005126 kP,Humidity: 27.0898361206%R,O3 @S2B: 2.0645160675V - 7.2767500877 kohm,CO2: 2.5967741012,NO2 @S3B: 1.4129033088V - 1.3846950531kohm,AP1 @ S4: 1.8064516067V - 42.8945655822kohm,AP2 @S3A: 3.1870965957V - 15.4642076492kohm,
2015_06_26_14_43_062,$Temprature: 33.8709640502 Celciu,Pressure: 102.7089385986 kP,Humidity: 27.7835540771%R,O3 @S2B: 1.9838709831V - 8.4028739929 kohm,CO2: 2.3419356346,NO2 @S3B: 1.4612903594V - 1.2314276695kohm,AP1 @ S4: 1.8064516067V - 42.8945655822kohm,AP2 @S3A: 3.1387095451V - 16.0175018310kohm,
2015_06_26_14_44_978,$Temprature: 33.2258071899 Celciu,Pressure: 103.1977081298 kP,Humidity: 26.9164009094%R,O3 @S2B: 1.9967741966V - 8.2165832519 kohm,CO2: 2.3354837894,NO2 @S3B: 1.3838709640V - 1.4818011283kohm,AP1 @ S4: 1.7741935253V - 44.0458526611kohm,AP2 @S3A: 3.1000001430V - 16.4725666046kohm,
2015_06_26_14_44_909,$Temprature: 33.5483894348 Celciu,Pressure: 102.7089385986 kP,Humidity: 26.7429752349%R,O3 @S2B: 2.0096774101V - 8.0326824188 kohm,CO2: 2.4161288738,NO2 @S3B: 1.3806451606V - 1.4928427696kohm,AP1 @ S4: 1.7677419185V - 44.2811470031kohm,AP2 @S3A: 3.1000001430V - 16.4725666046kohm,
2015_06_26_14_44_824,$Temprature: 33.2258071899 Celciu,Pressure: 104.0530242919 kP,Humidity: 27.6101264953%R,O3 @S2B: 2.0032258033V - 8.1243352890 kohm,CO2: 2.4419353008,NO2 @S3B: 1.4677419662V - 1.2117551565kohm,AP1 @ S4: 1.7612901687V - 44.5181694030kohm,AP2 @S3A: 3.0290322303V - 17.3370723724kohm,
2015_06_26_14_44_756,$Temprature: 29.0322570800 Celciu,Pressure: 102.7089385986 kP,Humidity: 27.2632656097%R,O3 @S2B: 2.0516128540V - 7.4509792327 kohm,CO2: 2.3741936683,NO2 @S3B: 1.3806451606V - 1.4928427696kohm,AP1 @ S4: 1.7935483455V - 43.3501052856kohm,AP2 @S3A: 3.0161290168V - 17.4986228942kohm,
2015_06_26_14_44_671,$Temprature: 30.3225822448 Celciu,Pressure: 103.9308471679 kP,Humidity: 27.4366970062%R,O3 @S2B: 2.0387096405V - 7.6274161338 kohm,CO2: 2.6096773147,NO2 @S3B: 1.3838709640V - 1.4818011283kohm,AP1 @ S4: 1.7741935253V - 44.0458526611kohm,AP2 @S3A: 3.0193548202V - 17.4581069946kohm,
2015_06_26_14_44_587,$Temprature: 32.5806465148 Celciu,Pressure: 102.7089385986 kP,Humidity: 27.2632656097%R,O3 @S2B: 2.0548386573V - 7.4072179794 kohm,CO2: 2.3483870029,NO2 @S3B: 1.4096774101V - 1.3952875137kohm,AP1 @ S4: 1.7935483455V - 43.3501052856kohm,AP2 @S3A: 3.0064513683V - 17.6207008361kohm,
2015_06_26_14_44_502,$Temprature: 31.6129035949 Celciu,Pressure: 103.5642623901 kP,Humidity: 27.6101264953%R,O3 @S2B: 1.9774193763V - 8.4969339370 kohm,CO2: 2.4838709831,NO2 @S3B: 1.4419354438V - 1.2915005683kohm,AP1 @ S4: 1.7870967388V - 43.5803451538kohm,AP2 @S3A: 2.9838709831V - 17.9086208343kohm,
2015_06_26_14_44_418,$Temprature: 29.0322570800 Celciu,Pressure: 102.7089385986 kP,Humidity: 26.9164009094%R,O3 @S2B: 1.9967741966V - 8.2165832519 kohm,CO2: 2.4903223514,NO2 @S3B: 1.4064516067V - 1.4059283733kohm,AP1 @ S4: 1.7774193286V - 43.9288368225kohm,AP2 @S3A: 3.0032258033V - 17.6615676879kohm,
2015_06_26_14_44_334,$Temprature: 32.5806465148 Celciu,Pressure: 104.0530242919 kP,Humidity: 26.5695438385%R,O3 @S2B: 2.0129032135V - 7.9870748519 kohm,CO2: 2.4870967864,NO2 @S3B: 1.4322580337V - 1.3221458196kohm,AP1 @ S4: 1.7903225421V - 43.4650230407kohm,AP2 @S3A: 2.9967741966V - 17.7435646057kohm,
2015_06_26_14_44_265,$Temprature: 33.2258071899 Celciu,Pressure: 104.0530242919 kP,Humidity: 27.6101264953%R,O3 @S2B: 2.0354838371V - 7.6718750000 kohm,CO2: 2.3516128063,NO2 @S3B: 1.4225806236V - 1.3532078266kohm,AP1 @ S4: 1.7870967388V - 43.5803451538kohm,AP2 @S3A: 2.9354839324V - 18.5405082702kohm,
2015_06_26_14_44_180,$Temprature: 29.0322570800 Celciu,Pressure: 104.0530242919 kP,Humidity: 27.7835540771%R,O3 @S2B: 2.0387096405V - 7.6274161338 kohm,CO2: 2.6064515113,NO2 @S3B: 1.4064516067V - 1.4059283733kohm,AP1 @ S4: 1.7806451320V - 43.8122520446kohm,AP2 @S3A: 2.9419353485V - 18.4550609588kohm,
2015_06_26_14_44_096,$Temprature: 32.9032287597 Celciu,Pressure: 103.3199005126 kP,Humidity: 27.0898361206%R,O3 @S2B: 1.9612903594V - 8.7347860336 kohm,CO2: 2.3580646514,NO2 @S3B: 1.3580644130V - 1.5716025829kohm,AP1 @ S4: 1.7709677219V - 44.1632843017kohm,AP2 @S3A: 2.9129030227V - 18.8425788879kohm,
2015_06_26_14_44_012,$Temprature: 33.2258071899 Celciu,Pressure: 104.0530242919 kP,Humidity: 27.2632656097%R,O3 @S2B: 1.9419354438V - 9.0254278182 kohm,CO2: 2.5354838371,NO2 @S3B: 1.4354838371V - 1.3118847608kohm,AP1 @ S4: 1.7387096881V - 45.3615989685kohm,AP2 @S3A: 2.9064517021V - 18.9297428131kohm,
2015_06_26_14_44_927,$Temprature: 29.6774177551 Celciu,Pressure: 103.9308471679 kP,Humidity: 27.2632656097%R,O3 @S2B: 1.9774193763V - 8.4969339370 kohm,CO2: 2.6193547248,NO2 @S3B: 1.4129033088V - 1.3846950531kohm,AP1 @ S4: 1.7419354915V - 45.2397689819kohm,AP2 @S3A: 2.8935482025V - 19.1052436828kohm,
2015_06_26_14_44_843,$Temprature: 31.6129035949 Celciu,Pressure: 104.0530242919 kP,Humidity: 26.7429752349%R,O3 @S2B: 1.8967741966V - 9.7266511917 kohm,CO2: 2.5903224945,NO2 @S3B: 1.4258064270V - 1.3428072929kohm,AP1 @ S4: 1.7129031181V - 46.3527488708kohm,AP2 @S3A: 2.9064517021V - 18.9297428131kohm,
2015_06_26_14_45_790,$Temprature: 33.8709640502 Celciu,Pressure: 104.0530242919 kP,Humidity: 26.7429752349%R,O3 @S2B: 1.9806450843V - 8.4498300552 kohm,CO2: 2.5225803852,NO2 @S3B: 1.3774193525V - 1.5039357185kohm,AP1 @ S4: 1.7064515113V - 46.6052246093kohm,AP2 @S3A: 2.8838708877V - 19.2378997802kohm,
2015_06_26_14_45_690,$Temprature: 33.8709640502 Celciu,Pressure: 102.7089385986 kP,Humidity: 27.0898361206%R,O3 @S2B: 2.0064513683V - 8.0784378051 kohm,CO2: 2.6225805282,NO2 @S3B: 1.3483871221V - 1.6061642169kohm,AP1 @ S4: 1.6870968341V - 47.3742179870kohm,AP2 @S3A: 2.9419353485V - 18.4550609588kohm,
2015_06_26_14_45_605,$Temprature: 30.3225822448 Celciu,Pressure: 103.8086395263 kP,Humidity: 26.9164009094%R,O3 @S2B: 1.9483870506V - 8.9279050827 kohm,CO2: 2.6354837417,NO2 @S3B: 1.3580644130V - 1.5716025829kohm,AP1 @ S4: 1.7129031181V - 46.3527488708kohm,AP2 @S3A: 2.9741933822V - 18.0333557128kohm,
2015_06_26_14_45_521,$Temprature: 30.3225822448 Celciu,Pressure: 102.8311386108 kP,Humidity: 26.9164009094%R,O3 @S2B: 1.9580644607V - 8.7828292846 kohm,CO2: 2.5290322303,NO2 @S3B: 1.4387096405V - 1.3016700744kohm,AP1 @ S4: 1.6838708877V - 47.5041084289kohm,AP2 @S3A: 2.9774193763V - 17.9916858673kohm,
2015_06_26_14_45_468,$Temprature: 34.1935501098 Celciu,Pressure: 103.9308471679 kP,Humidity: 27.6101264953%R,O3 @S2B: 2.0548386573V - 7.4072179794 kohm,CO2: 2.5000000000,NO2 @S3B: 1.3870967674V - 1.4708107948kohm,AP1 @ S4: 1.7096774578V - 46.4787406921kohm,AP2 @S3A: 3.0129032135V - 17.5392303466kohm,
2015_06_26_14_45_383,$Temprature: 33.2258071899 Celciu,Pressure: 102.7089385986 kP,Humidity: 27.0898361206%R,O3 @S2B: 2.0000000000V - 8.1703853607 kohm,CO2: 2.3741936683,NO2 @S3B: 1.3774193525V - 1.5039357185kohm,AP1 @ S4: 1.7096774578V - 46.4787406921kohm,AP2 @S3A: 2.9838709831V - 17.9086208343kohm,
2015_06_26_14_45_299,$Temprature: 30.9677429199 Celciu,Pressure: 104.0530242919 kP,Humidity: 28.1304187774%R,O3 @S2B: 2.0064513683V - 8.0784378051 kohm,CO2: 2.5548386573,NO2 @S3B: 1.4677419662V - 1.2117551565kohm,AP1 @ S4: 1.7225805282V - 45.9775924682kohm,AP2 @S3A: 3.0225803852V - 17.4176807403kohm,
2015_06_26_14_45_215,$Temprature: 33.2258071899 Celciu,Pressure: 104.0530242919 kP,Humidity: 27.9569873809%R,O3 @S2B: 2.0419354438V - 7.5830988883 kohm,CO2: 2.5419354438,NO2 @S3B: 1.4225806236V - 1.3532078266kohm,AP1 @ S4: 1.7774193286V - 43.9288368225kohm,AP2 @S3A: 3.0161290168V - 17.4986228942kohm,
2015_06_26_14_45_130,$Temprature: 34.5161323547 Celciu,Pressure: 103.6864547729 kP,Humidity: 28.1304187774%R,O3 @S2B: 2.0096774101V - 8.0326824188 kohm,CO2: 2.5483870506,NO2 @S3B: 1.4677419662V - 1.2117551565kohm,AP1 @ S4: 1.7709677219V - 44.1632843017kohm,AP2 @S3A: 3.0387096405V - 17.2168083190kohm,
2015_06_26_14_45_046,$Temprature: 32.2580642700 Celciu,Pressure: 103.8086395263 kP,Humidity: 28.4772796630%R,O3 @S2B: 2.0516128540V - 7.4509792327 kohm,CO2: 2.3612902164,NO2 @S3B: 1.3967741775V - 1.4381446838kohm,AP1 @ S4: 1.7774193286V - 43.9288368225kohm,AP2 @S3A: 3.1032257080V - 16.4342136383kohm,
2015_06_26_14_45_977,$Temprature: 31.6129035949 Celciu,Pressure: 103.3199005126 kP,Humidity: 29.6912918090%R,O3 @S2B: 2.0935482978V - 6.8925814628 kohm,CO2: 2.3806450366,NO2 @S3B: 1.4161290168V - 1.3741520643kohm,AP1 @ S4: 1.7967741489V - 43.2356109619kohm,AP2 @S3A: 3.1225805282V - 16.2057437896kohm,
2015_06_26_14_45_893,$Temprature: 32.9032287597 Celciu,Pressure: 102.7089385986 kP,Humidity: 28.3038482666%R,O3 @S2B: 2.0193548202V - 7.8962993621 kohm,CO2: 2.4064517021,NO2 @S3B: 1.3999999809V - 1.4273562431kohm,AP1 @ S4: 1.7677419185V - 44.2811470031kohm,AP2 @S3A: 3.1387095451V - 16.0175018310kohm,
2015_06_26_14_45_808,$Temprature: 34.5161323547 Celciu,Pressure: 104.0530242919 kP,Humidity: 28.4772796630%R,O3 @S2B: 2.0870966911V - 6.9770298004 kohm,CO2: 2.6290323734,NO2 @S3B: 1.4354838371V - 1.3118847608kohm,AP1 @ S4: 1.7806451320V - 43.8122520446kohm,AP2 @S3A: 3.1677417755V - 15.6834983825kohm,
2015_06_26_14_45_724,$Temprature: 32.5806465148 Celciu,Pressure: 104.0530242919 kP,Humidity: 28.3038482666%R,O3 @S2B: 2.0580644607V - 7.3635916709 kohm,CO2: 2.5774192810,NO2 @S3B: 1.3967741775V - 1.4381446838kohm,AP1 @ S4: 1.8032257080V - 43.0078392028kohm,AP2 @S3A: 3.1774194240V - 15.5735177993kohm,
2015_06_26_14_45_655,$Temprature: 33.5483894348 Celciu,Pressure: 103.6864547729 kP,Humidity: 28.4772796630%R,O3 @S2B: 2.0580644607V - 7.3635916709 kohm,CO2: 2.4387097358,NO2 @S3B: 1.4129033088V - 1.3846950531kohm,AP1 @ S4: 1.7774193286V - 43.9288368225kohm,AP2 @S3A: 3.1806452274V - 15.5370054244kohm,
2015_06_26_14_45_571,$Temprature: 32.5806465148 Celciu,Pressure: 103.1977081298 kP,Humidity: 27.7835540771%R,O3 @S2B: 1.9838709831V - 8.4028739929 kohm,CO2: 2.5516128540,NO2 @S3B: 1.4548386573V - 1.2512744665kohm,AP1 @ S4: 1.7741935253V - 44.0458526611kohm,AP2 @S3A: 3.1612904071V - 15.7571859359kohm,
2015_06_26_14_46_486,$Temprature: 31.6129035949 Celciu,Pressure: 104.0530242919 kP,Humidity: 27.9569873809%R,O3 @S2B: 2.0387096405V - 7.6274161338 kohm,CO2: 2.4387097358,NO2 @S3B: 1.4064516067V - 1.4059283733kohm,AP1 @ S4: 1.7451611518V - 45.1183929443kohm,AP2 @S3A: 3.2161288261V - 15.1402244567kohm,
2015_06_26_14_46_417,$Temprature: 30.3225822448 Celciu,Pressure: 103.5642623901 kP,Humidity: 27.4366970062%R,O3 @S2B: 2.0677418708V - 7.2335314750 kohm,CO2: 2.4096772670,NO2 @S3B: 1.4387096405V - 1.3016700744kohm,AP1 @ S4: 1.7290321350V - 45.7298164367kohm,AP2 @S3A: 3.2161288261V - 15.1402244567kohm,
2015_06_26_14_46_333,$Temprature: 34.5161323547 Celciu,Pressure: 102.7089385986 kP,Humidity: 27.0898361206%R,O3 @S2B: 2.0580644607V - 7.3635916709 kohm,CO2: 2.5483870506,NO2 @S3B: 1.4290323257V - 1.3324527740kohm,AP1 @ S4: 1.7354838848V - 45.4838790893kohm,AP2 @S3A: 3.2451612949V - 14.8220367431kohm,
2015_06_26_14_46_233,$Temprature: 34.1935501098 Celciu,Pressure: 103.1977081298 kP,Humidity: 26.9164009094%R,O3 @S2B: 2.0677418708V - 7.2335314750 kohm,CO2: 2.3935482501,NO2 @S3B: 1.4322580337V - 1.3221458196kohm,AP1 @ S4: 1.7290321350V - 45.7298164367kohm,AP2 @S3A: 3.2032256126V - 15.2834939956kohm,
2015_06_26_14_46_164,$Temprature: 34.5161323547 Celciu,Pressure: 103.6864547729 kP,Humidity: 26.7429752349%R,O3 @S2B: 2.0129032135V - 7.9870748519 kohm,CO2: 2.5483870506,NO2 @S3B: 1.3999999809V - 1.4273562431kohm,AP1 @ S4: 1.7161290645V - 46.2272224426kohm,AP2 @S3A: 3.2354838848V - 14.9274644851kohm,
2015_06_26_14_46_080,$Temprature: 32.9032287597 Celciu,Pressure: 102.7089385986 kP,Humidity: 27.2632656097%R,O3 @S2B: 1.9806450843V - 8.4498300552 kohm,CO2: 2.3935482501,NO2 @S3B: 1.3967741775V - 1.4381446838kohm,AP1 @ S4: 1.7419354915V - 45.2397689819kohm,AP2 @S3A: 3.2548387050V - 14.7172355651kohm,
2015_06_26_14_46_011,$Temprature: 32.9032287597 Celciu,Pressure: 104.0530242919 kP,Humidity: 26.0492496490%R,O3 @S2B: 2.0129032135V - 7.9870748519 kohm,CO2: 2.5354838371,NO2 @S3B: 1.3709677457V - 1.5262792110kohm,AP1 @ S4: 1.6999999046V - 46.8596115112kohm,AP2 @S3A: 3.2645158767V - 14.6130590438kohm,
2015_06_26_14_46_927,$Temprature: 32.2580642700 Celciu,Pressure: 104.0530242919 kP,Humidity: 26.3961105346%R,O3 @S2B: 2.0096774101V - 8.0326824188 kohm,CO2: 2.6129031181,NO2 @S3B: 1.4483870506V - 1.2712981700kohm,AP1 @ S4: 1.6999999046V - 46.8596115112kohm,AP2 @S3A: 3.2225806713V - 15.0690212249kohm,
2015_06_26_14_46_858,$Temprature: 34.5161323547 Celciu,Pressure: 103.8086395263 kP,Humidity: 27.7835540771%R,O3 @S2B: 1.9870966911V - 8.3560781478 kohm,CO2: 2.4129030704,NO2 @S3B: 1.3774193525V - 1.5039357185kohm,AP1 @ S4: 1.7193548679V - 46.1021728515kohm,AP2 @S3A: 3.2451612949V - 14.8220367431kohm,
2015_06_26_14_46_773,$Temprature: 30.9677429199 Celciu,Pressure: 104.0530242919 kP,Humidity: 27.2632656097%R,O3 @S2B: 2.0483870506V - 7.4948801994 kohm,CO2: 2.5741934776,NO2 @S3B: 1.3774193525V - 1.5039357185kohm,AP1 @ S4: 1.7225805282V - 45.9775924682kohm,AP2 @S3A: 3.2258064746V - 15.0335235595kohm,
2015_06_26_14_46_689,$Temprature: 34.5161323547 Celciu,Pressure: 104.0530242919 kP,Humidity: 26.7429752349%R,O3 @S2B: 1.9903225898V - 8.3094272613 kohm,CO2: 2.6225805282,NO2 @S3B: 1.4322580337V - 1.3221458196kohm,AP1 @ S4: 1.7419354915V - 45.2397689819kohm,AP2 @S3A: 3.2096774578V - 15.2117128372kohm,
2015_06_26_14_46_605,$Temprature: 33.2258071899 Celciu,Pressure: 103.9308471679 kP,Humidity: 26.7429752349%R,O3 @S2B: 1.9806450843V - 8.4498300552 kohm,CO2: 2.6451613903,NO2 @S3B: 1.3806451606V - 1.4928427696kohm,AP1 @ S4: 1.7193548679V - 46.1021728515kohm,AP2 @S3A: 3.2483868598V - 14.7870368957kohm,
2015_06_26_14_46_520,$Temprature: 30.3225822448 Celciu,Pressure: 104.0530242919 kP,Humidity: 27.0898361206%R,O3 @S2B: 1.9741935729V - 8.5441942214 kohm,CO2: 2.4838709831,NO2 @S3B: 1.3774193525V - 1.5039357185kohm,AP1 @ S4: 1.7258064746V - 45.8534660339kohm,AP2 @S3A: 3.2451612949V - 14.8220367431kohm,
